src_id,ad_cate,date,converted
562,298,2021-08-17,1
471,68,2021-08-17,0
275,340,2021-08-17,0
525,380,2021-08-17,0
115,253,2021-08-17,0
188,326,2021-08-17,0
526,124,2021-08-17,1
27,134,2021-08-17,0
790,7,2021-08-17,0
126,367,2021-08-17,1
264,168,2021-08-17,0
533,55,2021-08-17,0
275,270,2021-08-17,0
769,416,2021-08-17,0
887,346,2021-08-17,0
146,127,2021-08-17,0
177,150,2021-08-17,0
121,484,2021-08-17,0
177,84,2021-08-17,1
823,149,2021-08-17,0
406,37,2021-08-17,0
965,353,2021-08-17,1
691,223,2021-08-17,0
277,195,2021-08-17,0
290,477,2021-08-17,0
935,110,2021-08-17,0
953,201,2021-08-17,0
397,390,2021-08-17,1
166,309,2021-08-17,0
792,464,2021-08-17,0
888,414,2021-08-17,0
451,163,2021-08-17,1
62,349,2021-08-17,1
858,5,2021-08-17,0
601,287,2021-08-17,0
758,64,2021-08-17,0
389,420,2021-08-17,0
358,243,2021-08-17,1
444,170,2021-08-17,0
775,155,2021-08-17,0
534,259,2021-08-17,0
438,228,2021-08-17,0
266,0,2021-08-17,0
947,373,2021-08-17,0
743,116,2021-08-17,0
305,53,2021-08-17,0
61,209,2021-08-17,0
140,181,2021-08-17,1
203,342,2021-08-17,0
585,485,2021-08-17,0
614,270,2021-08-17,0
714,225,2021-08-17,1
36,133,2021-08-17,0
369,130,2021-08-17,0
710,38,2021-08-17,0
145,225,2021-08-17,0
670,98,2021-08-17,0
321,195,2021-08-17,0
536,236,2021-08-17,1
170,388,2021-08-17,0
741,242,2021-08-17,0
189,96,2021-08-17,0
824,354,2021-08-17,0
487,109,2021-08-17,0
959,321,2021-08-17,0
174,418,2021-08-17,0
525,499,2021-08-17,0
738,33,2021-08-17,1
482,153,2021-08-17,0
898,250,2021-08-17,0
751,183,2021-08-17,0
256,138,2021-08-17,0
381,371,2021-08-17,1
758,387,2021-08-17,0
397,468,2021-08-17,0
332,369,2021-08-17,0
550,356,2021-08-17,0
564,157,2021-08-17,0
163,206,2021-08-17,0
758,491,2021-08-17,0
256,326,2021-08-17,0
71,311,2021-08-17,0
20,258,2021-08-17,0
24,458,2021-08-17,0
870,329,2021-08-17,0
389,156,2021-08-17,0
970,16,2021-08-17,0
796,253,2021-08-17,0
730,463,2021-08-17,0
517,367,2021-08-17,0
319,460,2021-08-17,0
756,237,2021-08-17,0
610,487,2021-08-17,0
152,205,2021-08-17,0
858,266,2021-08-17,0
541,40,2021-08-17,0
531,172,2021-08-17,0
209,280,2021-08-17,0
741,124,2021-08-17,0
74,347,2021-08-17,0
677,297,2021-08-17,0
746,480,2021-08-17,0
320,242,2021-08-17,0
118,35,2021-08-17,0
335,488,2021-08-17,0
698,38,2021-08-17,1
304,19,2021-08-17,0
883,139,2021-08-17,0
820,430,2021-08-17,0
151,403,2021-08-17,0
694,345,2021-08-17,0
219,465,2021-08-17,0
531,66,2021-08-17,1
65,364,2021-08-17,1
733,372,2021-08-17,0
614,491,2021-08-17,0
772,464,2021-08-17,0
800,53,2021-08-17,0
551,307,2021-08-17,0
399,60,2021-08-17,0
400,171,2021-08-17,0
351,357,2021-08-17,0
502,201,2021-08-17,0
116,420,2021-08-17,1
770,331,2021-08-17,0
759,409,2021-08-17,0
770,360,2021-08-17,0
362,206,2021-08-17,0
67,361,2021-08-17,0
87,498,2021-08-17,0
911,147,2021-08-17,0
156,329,2021-08-17,0
66,58,2021-08-17,0
77,109,2021-08-17,0
959,435,2021-08-17,0
967,355,2021-08-17,0
514,59,2021-08-17,0
418,116,2021-08-17,0
566,53,2021-08-17,0
881,141,2021-08-17,0
949,266,2021-08-17,0
639,332,2021-08-17,0
386,29,2021-08-17,0
468,211,2021-08-17,0
683,408,2021-08-17,0
712,362,2021-08-17,0
375,110,2021-08-17,0
111,180,2021-08-17,0
597,184,2021-08-17,0
553,119,2021-08-17,0
155,207,2021-08-17,0
147,71,2021-08-17,0
25,362,2021-08-17,0
16,348,2021-08-17,0
965,499,2021-08-17,0
95,464,2021-08-17,0
382,224,2021-08-17,0
656,177,2021-08-17,0
752,438,2021-08-17,0
437,73,2021-08-17,0
400,468,2021-08-17,0
280,62,2021-08-17,0
113,136,2021-08-17,0
826,482,2021-08-17,0
37,75,2021-08-17,0
121,248,2021-08-17,0
879,219,2021-08-17,1
51,282,2021-08-17,0
481,226,2021-08-17,0
238,205,2021-08-17,0
884,145,2021-08-17,0
999,79,2021-08-17,0
717,160,2021-08-17,0
703,439,2021-08-17,0
851,307,2021-08-17,0
316,70,2021-08-17,0
423,296,2021-08-17,0
621,391,2021-08-17,0
149,299,2021-08-17,0
129,137,2021-08-17,1
447,78,2021-08-17,0
255,453,2021-08-17,0
380,38,2021-08-17,0
136,441,2021-08-17,1
616,154,2021-08-17,0
461,34,2021-08-17,0
535,363,2021-08-17,0
863,22,2021-08-17,0
0,90,2021-08-17,1
564,345,2021-08-17,0
453,370,2021-08-17,0
69,353,2021-08-17,0
404,145,2021-08-17,1
608,132,2021-08-17,0
446,284,2021-08-17,0
257,176,2021-08-17,0
97,221,2021-08-17,0
402,3,2021-08-17,0
146,404,2021-08-17,0
321,251,2021-08-17,1
736,336,2021-08-17,0
968,231,2021-08-17,0
815,412,2021-08-17,0
645,437,2021-08-17,0
475,306,2021-08-17,0
423,256,2021-08-17,0
563,273,2021-08-17,0
201,87,2021-08-17,0
800,434,2021-08-17,0
646,225,2021-08-17,1
42,68,2021-08-17,0
758,8,2021-08-17,0
379,478,2021-08-17,0
307,398,2021-08-17,0
590,402,2021-08-17,0
501,478,2021-08-17,1
552,191,2021-08-17,0
768,244,2021-08-17,0
921,194,2021-08-17,0
150,119,2021-08-17,0
888,110,2021-08-17,0
168,185,2021-08-17,1
235,279,2021-08-17,0
741,339,2021-08-17,0
816,3,2021-08-17,0
986,322,2021-08-17,0
677,12,2021-08-17,0
411,34,2021-08-17,0
67,217,2021-08-17,1
981,195,2021-08-17,0
847,212,2021-08-17,0
545,6,2021-08-17,0
502,424,2021-08-17,0
185,413,2021-08-17,0
836,169,2021-08-17,0
146,325,2021-08-17,0
755,332,2021-08-17,0
5,67,2021-08-17,1
523,496,2021-08-17,0
630,492,2021-08-17,0
595,391,2021-08-17,0
862,142,2021-08-17,0
423,378,2021-08-17,0
110,320,2021-08-17,0
504,116,2021-08-17,0
992,180,2021-08-17,0
839,50,2021-08-17,0
423,272,2021-08-17,1
683,44,2021-08-17,0
853,362,2021-08-17,0
551,397,2021-08-17,0
67,383,2021-08-17,0
717,462,2021-08-17,0
240,288,2021-08-17,0
230,259,2021-08-17,0
531,96,2021-08-17,0
139,417,2021-08-17,0
952,174,2021-08-17,0
474,173,2021-08-17,0
442,316,2021-08-17,1
451,471,2021-08-17,0
971,480,2021-08-17,0
902,62,2021-08-17,0
923,138,2021-08-17,0
17,130,2021-08-17,1
962,115,2021-08-17,0
750,236,2021-08-17,1
533,37,2021-08-17,0
589,384,2021-08-17,0
844,385,2021-08-17,0
68,236,2021-08-17,0
398,21,2021-08-17,0
289,346,2021-08-17,0
357,394,2021-08-17,0
651,48,2021-08-17,0
9,255,2021-08-17,0
499,269,2021-08-17,0
49,20,2021-08-17,0
64,83,2021-08-17,0
776,461,2021-08-17,1
869,325,2021-08-17,0
550,349,2021-08-17,0
127,383,2021-08-17,1
158,427,2021-08-17,0
98,359,2021-08-17,0
136,137,2021-08-17,0
592,45,2021-08-17,0
136,171,2021-08-17,0
874,473,2021-08-17,0
346,62,2021-08-17,0
876,219,2021-08-17,0
150,9,2021-08-17,0
393,41,2021-08-17,0
318,75,2021-08-17,0
768,292,2021-08-17,0
597,235,2021-08-17,0
322,350,2021-08-17,1
193,69,2021-08-17,0
59,485,2021-08-17,0
755,239,2021-08-17,0
17,67,2021-08-17,0
523,493,2021-08-17,0
748,363,2021-08-17,0
618,39,2021-08-17,0
346,342,2021-08-17,0
337,308,2021-08-17,0
302,421,2021-08-17,0
751,364,2021-08-17,0
361,339,2021-08-17,0
446,142,2021-08-17,0
166,499,2021-08-17,0
462,244,2021-08-17,0
845,376,2021-08-17,0
700,425,2021-08-17,0
298,467,2021-08-17,0
936,51,2021-08-17,0
950,352,2021-08-17,0
372,170,2021-08-17,0
873,243,2021-08-17,0
706,75,2021-08-17,0
289,387,2021-08-17,0
319,132,2021-08-17,0
866,199,2021-08-17,0
955,49,2021-08-17,0
252,108,2021-08-17,0
221,179,2021-08-17,0
86,82,2021-08-17,0
476,402,2021-08-17,0
823,404,2021-08-17,0
943,331,2021-08-17,0
342,258,2021-08-17,0
800,410,2021-08-17,1
878,140,2021-08-17,0
311,353,2021-08-17,0
492,408,2021-08-17,0
294,317,2021-08-17,0
515,433,2021-08-17,0
74,333,2021-08-17,0
41,184,2021-08-17,1
136,452,2021-08-17,0
559,153,2021-08-17,0
853,242,2021-08-17,0
181,274,2021-08-17,0
628,153,2021-08-17,0
925,101,2021-08-17,0
891,488,2021-08-17,0
255,328,2021-08-17,0
11,30,2021-08-17,0
971,79,2021-08-17,0
12,428,2021-08-17,0
319,102,2021-08-17,1
502,368,2021-08-17,0
434,265,2021-08-17,0
430,13,2021-08-17,0
822,96,2021-08-17,0
392,366,2021-08-17,1
561,455,2021-08-17,0
565,412,2021-08-17,0
390,444,2021-08-17,0
430,75,2021-08-17,0
47,42,2021-08-17,0
878,233,2021-08-17,0
401,18,2021-08-17,0
329,311,2021-08-17,0
768,362,2021-08-17,0
905,284,2021-08-17,0
302,498,2021-08-17,1
890,496,2021-08-17,0
85,378,2021-08-17,0
686,430,2021-08-17,0
476,25,2021-08-17,0
851,399,2021-08-17,0
855,433,2021-08-17,0
894,404,2021-08-17,0
101,341,2021-08-17,0
258,46,2021-08-17,0
444,474,2021-08-17,0
666,254,2021-08-17,0
400,314,2021-08-17,0
918,454,2021-08-17,0
329,457,2021-08-17,0
808,118,2021-08-17,0
960,149,2021-08-17,0
32,314,2021-08-17,1
13,19,2021-08-17,0
560,223,2021-08-17,0
495,163,2021-08-17,0
324,97,2021-08-17,0
337,482,2021-08-17,0
262,376,2021-08-17,0
670,148,2021-08-17,0
844,203,2021-08-17,0
311,102,2021-08-17,0
617,392,2021-08-17,0
500,243,2021-08-17,0
669,332,2021-08-17,0
489,208,2021-08-17,0
321,274,2021-08-17,1
247,420,2021-08-17,0
284,416,2021-08-17,0
402,298,2021-08-17,0
963,186,2021-08-17,0
871,408,2021-08-17,1
619,77,2021-08-17,0
60,114,2021-08-17,0
467,370,2021-08-17,0
562,63,2021-08-17,1
178,382,2021-08-17,0
687,40,2021-08-17,0
640,355,2021-08-17,1
152,477,2021-08-17,0
932,275,2021-08-17,0
511,274,2021-08-17,0
775,127,2021-08-17,0
59,218,2021-08-17,1
398,62,2021-08-17,1
815,333,2021-08-17,0
900,442,2021-08-17,0
702,185,2021-08-17,0
639,4,2021-08-17,0
49,458,2021-08-17,1
7,127,2021-08-17,0
837,479,2021-08-17,0
724,77,2021-08-17,0
103,387,2021-08-17,0
415,173,2021-08-17,0
526,172,2021-08-17,0
272,400,2021-08-17,1
129,170,2021-08-17,0
785,332,2021-08-17,0
916,393,2021-08-17,0
917,8,2021-08-17,0
657,416,2021-08-17,1
21,432,2021-08-17,0
482,405,2021-08-17,0
500,264,2021-08-17,0
80,496,2021-08-17,0
158,132,2021-08-17,0
533,419,2021-08-17,0
860,485,2021-08-17,0
298,49,2021-08-17,0
746,448,2021-08-17,0
374,444,2021-08-17,0
198,466,2021-08-17,0
229,245,2021-08-17,0
724,218,2021-08-17,0
945,477,2021-08-17,0
49,205,2021-08-17,0
941,215,2021-08-17,0
298,280,2021-08-17,0
647,370,2021-08-17,0
261,152,2021-08-17,0
692,194,2021-08-17,0
286,161,2021-08-17,1
47,144,2021-08-17,0
6,162,2021-08-17,0
425,40,2021-08-17,0
230,471,2021-08-17,0
805,65,2021-08-17,0
28,95,2021-08-17,0
23,16,2021-08-17,0
636,187,2021-08-17,0
761,372,2021-08-17,1
570,273,2021-08-17,0
588,394,2021-08-17,0
871,378,2021-08-17,0
47,472,2021-08-17,0
175,149,2021-08-17,0
238,98,2021-08-17,0
872,200,2021-08-17,0
784,253,2021-08-17,0
487,275,2021-08-17,0
685,259,2021-08-17,0
998,354,2021-08-17,0
683,356,2021-08-17,0
478,385,2021-08-17,0
200,300,2021-08-17,0
376,62,2021-08-17,0
610,152,2021-08-17,0
317,389,2021-08-17,0
767,449,2021-08-17,0
900,31,2021-08-17,0
290,476,2021-08-17,0
497,322,2021-08-17,0
486,254,2021-08-17,1
834,250,2021-08-17,0
260,308,2021-08-17,0
106,64,2021-08-17,0
109,47,2021-08-17,0
304,438,2021-08-17,0
207,463,2021-08-17,0
242,308,2021-08-17,0
594,295,2021-08-17,0
864,42,2021-08-17,0
427,114,2021-08-17,0
869,472,2021-08-17,0
331,398,2021-08-17,0
203,200,2021-08-17,0
767,66,2021-08-17,0
972,138,2021-08-17,0
942,143,2021-08-17,0
573,29,2021-08-17,0
27,364,2021-08-17,0
370,323,2021-08-17,0
14,446,2021-08-17,1
975,109,2021-08-17,1
541,274,2021-08-17,0
275,438,2021-08-17,1
166,176,2021-08-17,0
974,161,2021-08-17,0
425,53,2021-08-17,0
477,499,2021-08-17,1
316,208,2021-08-17,0
28,484,2021-08-17,0
219,69,2021-08-17,1
209,395,2021-08-17,0
72,315,2021-08-17,0
697,110,2021-08-17,0
623,274,2021-08-17,0
888,464,2021-08-17,0
981,268,2021-08-17,0
463,193,2021-08-17,0
491,319,2021-08-17,0
544,265,2021-08-17,0
616,380,2021-08-17,0
603,267,2021-08-17,0
717,3,2021-08-17,0
280,411,2021-08-17,1
623,136,2021-08-17,0
372,161,2021-08-17,0
381,24,2021-08-17,0
699,291,2021-08-17,0
905,178,2021-08-17,0
857,145,2021-08-17,0
158,402,2021-08-17,0
782,44,2021-08-17,0
607,473,2021-08-17,0
492,141,2021-08-17,0
560,203,2021-08-17,0
965,334,2021-08-17,0
948,488,2021-08-17,0
296,121,2021-08-17,0
363,418,2021-08-17,0
990,418,2021-08-17,0
794,192,2021-08-17,0
917,394,2021-08-17,0
287,256,2021-08-17,0
823,83,2021-08-17,0
324,30,2021-08-17,0
719,42,2021-08-17,0
997,51,2021-08-17,0
653,314,2021-08-17,0
976,355,2021-08-17,0
761,92,2021-08-17,0
48,64,2021-08-17,0
255,441,2021-08-17,0
625,18,2021-08-17,1
215,99,2021-08-17,1
260,464,2021-08-17,0
970,50,2021-08-17,1
864,252,2021-08-17,0
464,121,2021-08-17,0
255,72,2021-08-17,0
17,132,2021-08-17,0
594,301,2021-08-17,1
960,471,2021-08-17,0
728,4,2021-08-17,0
350,82,2021-08-17,0
933,177,2021-08-17,0
780,333,2021-08-17,0
420,39,2021-08-17,0
358,490,2021-08-17,0
117,29,2021-08-17,0
993,347,2021-08-17,0
788,259,2021-08-17,0
891,129,2021-08-17,0
186,74,2021-08-17,0
275,287,2021-08-17,0
380,3,2021-08-17,0
592,105,2021-08-17,0
736,407,2021-08-17,0
62,454,2021-08-17,0
779,191,2021-08-17,0
568,69,2021-08-17,0
834,68,2021-08-17,0
729,91,2021-08-17,0
754,9,2021-08-17,0
706,249,2021-08-17,0
879,25,2021-08-17,0
948,167,2021-08-17,0
390,1,2021-08-17,1
61,381,2021-08-17,0
975,276,2021-08-17,0
988,151,2021-08-17,0
872,64,2021-08-17,0
972,65,2021-08-17,0
724,417,2021-08-17,0
124,406,2021-08-17,0
311,251,2021-08-17,0
74,261,2021-08-17,0
606,310,2021-08-17,0
322,280,2021-08-17,0
50,472,2021-08-17,0
890,102,2021-08-17,0
116,44,2021-08-17,0
852,356,2021-08-17,0
733,335,2021-08-17,0
643,482,2021-08-17,0
223,31,2021-08-17,0
599,355,2021-08-17,0
755,90,2021-08-17,0
115,493,2021-08-17,0
74,431,2021-08-17,1
805,73,2021-08-17,0
796,189,2021-08-17,0
205,350,2021-08-17,0
683,187,2021-08-17,0
976,166,2021-08-17,0
126,246,2021-08-17,0
233,250,2021-08-17,0
46,10,2021-08-17,0
209,82,2021-08-17,0
108,407,2021-08-17,0
54,175,2021-08-17,0
294,359,2021-08-17,0
597,91,2021-08-17,0
6,140,2021-08-17,0
204,191,2021-08-17,0
475,420,2021-08-17,1
931,455,2021-08-17,0
33,428,2021-08-17,0
56,408,2021-08-17,0
74,348,2021-08-17,0
143,342,2021-08-17,0
631,319,2021-08-17,0
521,433,2021-08-17,0
906,131,2021-08-17,0
371,157,2021-08-17,0
795,12,2021-08-17,1
716,450,2021-08-17,0
810,437,2021-08-17,0
77,320,2021-08-17,0
788,47,2021-08-17,0
676,488,2021-08-17,0
223,418,2021-08-17,1
304,435,2021-08-17,1
645,382,2021-08-17,0
543,405,2021-08-17,1
145,13,2021-08-17,0
20,442,2021-08-17,0
625,461,2021-08-17,0
803,143,2021-08-17,0
406,338,2021-08-17,0
217,349,2021-08-17,0
467,295,2021-08-17,0
500,114,2021-08-17,0
606,182,2021-08-17,0
53,98,2021-08-17,0
629,4,2021-08-17,0
113,324,2021-08-17,0
904,128,2021-08-17,0
588,476,2021-08-17,0
158,171,2021-08-17,1
679,415,2021-08-17,0
253,330,2021-08-17,0
958,384,2021-08-17,0
616,94,2021-08-17,0
543,280,2021-08-17,0
105,53,2021-08-17,1
980,259,2021-08-17,0
425,72,2021-08-17,0
390,301,2021-08-17,0
314,460,2021-08-17,0
189,232,2021-08-17,0
402,469,2021-08-17,0
169,384,2021-08-17,0
336,258,2021-08-17,1
710,412,2021-08-17,0
26,410,2021-08-17,0
266,230,2021-08-17,0
777,246,2021-08-17,0
263,485,2021-08-17,0
49,134,2021-08-17,1
46,405,2021-08-17,0
561,232,2021-08-17,0
953,302,2021-08-17,0
767,429,2021-08-17,0
790,11,2021-08-17,0
495,443,2021-08-17,0
960,318,2021-08-17,0
252,131,2021-08-17,0
914,319,2021-08-17,1
272,398,2021-08-17,0
441,67,2021-08-17,1
346,101,2021-08-17,0
652,263,2021-08-17,0
465,340,2021-08-17,0
239,382,2021-08-17,0
869,108,2021-08-17,0
807,498,2021-08-17,0
138,291,2021-08-17,0
793,470,2021-08-17,0
752,168,2021-08-17,0
826,232,2021-08-17,0
290,317,2021-08-17,0
117,421,2021-08-17,0
367,167,2021-08-17,0
638,425,2021-08-17,0
856,240,2021-08-17,0
214,367,2021-08-17,0
616,61,2021-08-17,0
397,384,2021-08-17,0
62,273,2021-08-17,0
819,302,2021-08-17,0
434,57,2021-08-17,0
776,76,2021-08-17,0
678,491,2021-08-17,0
616,392,2021-08-17,0
888,60,2021-08-17,0
592,335,2021-08-17,0
66,197,2021-08-17,0
759,218,2021-08-17,0
844,312,2021-08-17,0
21,291,2021-08-17,0
118,292,2021-08-17,0
839,259,2021-08-17,0
3,237,2021-08-17,0
806,257,2021-08-17,0
955,445,2021-08-17,0
341,74,2021-08-17,0
735,22,2021-08-17,0
398,286,2021-08-17,1
733,337,2021-08-17,0
734,401,2021-08-17,0
189,7,2021-08-17,0
725,52,2021-08-17,0
411,66,2021-08-17,0
593,420,2021-08-17,0
645,138,2021-08-17,0
642,136,2021-08-17,0
615,54,2021-08-17,0
942,205,2021-08-17,0
743,286,2021-08-17,0
635,270,2021-08-17,1
799,392,2021-08-17,0
451,310,2021-08-17,0
147,143,2021-08-17,0
294,497,2021-08-17,1
105,251,2021-08-17,0
45,420,2021-08-17,0
41,496,2021-08-17,0
175,253,2021-08-17,0
28,436,2021-08-17,0
745,68,2021-08-17,0
886,431,2021-08-17,0
158,460,2021-08-17,0
388,120,2021-08-17,0
575,14,2021-08-17,0
325,209,2021-08-17,0
142,407,2021-08-17,0
788,106,2021-08-17,0
828,457,2021-08-17,0
124,388,2021-08-17,1
808,384,2021-08-17,0
241,26,2021-08-17,0
49,171,2021-08-17,0
75,371,2021-08-17,0
985,121,2021-08-17,0
113,71,2021-08-17,0
527,150,2021-08-17,0
381,333,2021-08-17,1
739,463,2021-08-17,0
860,135,2021-08-17,0
814,24,2021-08-17,1
536,248,2021-08-17,0
589,90,2021-08-17,0
713,204,2021-08-17,0
438,127,2021-08-17,0
188,196,2021-08-17,0
740,215,2021-08-17,0
921,359,2021-08-17,0
438,346,2021-08-17,0
898,31,2021-08-17,0
158,368,2021-08-17,0
756,292,2021-08-17,0
443,234,2021-08-17,0
512,130,2021-08-17,0
17,255,2021-08-17,0
989,138,2021-08-17,0
660,287,2021-08-17,0
696,181,2021-08-17,0
782,282,2021-08-17,0
309,4,2021-08-17,0
712,119,2021-08-17,0
557,151,2021-08-17,0
97,36,2021-08-17,0
247,128,2021-08-17,0
165,260,2021-08-17,0
519,88,2021-08-17,0
609,122,2021-08-17,0
125,463,2021-08-17,0
850,129,2021-08-17,0
660,111,2021-08-17,0
568,441,2021-08-17,0
801,61,2021-08-17,1
109,105,2021-08-17,0
921,241,2021-08-17,0
983,427,2021-08-17,0
621,340,2021-08-17,0
157,256,2021-08-17,0
683,170,2021-08-17,0
111,60,2021-08-17,0
276,12,2021-08-17,0
434,366,2021-08-17,0
139,278,2021-08-17,0
130,72,2021-08-17,0
930,186,2021-08-17,0
547,327,2021-08-17,0
841,402,2021-08-17,0
158,272,2021-08-17,0
87,11,2021-08-17,0
51,112,2021-08-17,0
164,341,2021-08-17,0
773,145,2021-08-17,0
534,345,2021-08-17,0
266,131,2021-08-17,0
25,460,2021-08-17,0
897,126,2021-08-17,0
254,495,2021-08-17,0
61,205,2021-08-17,0
843,450,2021-08-17,0
353,26,2021-08-17,0
514,336,2021-08-17,1
322,141,2021-08-17,0
501,246,2021-08-17,0
266,256,2021-08-17,0
441,351,2021-08-17,0
187,405,2021-08-17,0
